1,1,"2020-02-10"
2,1,"2020-02-10"
2,1,"2020-02-10"
1,2,"2020-02-10"
2,2,"2020-02-10"
2,2,"2020-02-10"
1,3,"2020-02-10"
3,3,"2020-02-10"
3,3,"2020-02-10"
1,4,"2020-02-10"
1,4,"2020-02-10"
1,4,"2020-02-10"
3,1,"2020-02-11"
2,1,"2020-02-11"
1,1,"2020-02-11"
3,2,"2020-02-11"
1,2,"2020-02-11"
3,2,"2020-02-11"
2,3,"2020-02-11"
1,3,"2020-02-11"
1,3,"2020-02-11"
1,4,"2020-02-11"
1,4,"2020-02-11"
3,4,"2020-02-11"
2,1,"2020-02-12"
1,1,"2020-02-12"
2,1,"2020-02-12"
1,2,"2020-02-12"
1,2,"2020-02-12"
2,2,"2020-02-12"
3,3,"2020-02-12"
3,3,"2020-02-12"
1,3,"2020-02-12"
2,4,"2020-02-12"
1,4,"2020-02-12"
1,4,"2020-02-12"
1,1,"2020-02-13"
1,1,"2020-02-13"
3,1,"2020-02-13"
2,2,"2020-02-13"
2,2,"2020-02-13"
1,2,"2020-02-13"
2,3,"2020-02-13"
2,3,"2020-02-13"
3,3,"2020-02-13"
1,4,"2020-02-13"
1,4,"2020-02-13"
3,4,"2020-02-13"
3,1,"2020-02-14"
3,1,"2020-02-14"
2,1,"2020-02-14"
2,2,"2020-02-14"
2,2,"2020-02-14"
3,2,"2020-02-14"
2,3,"2020-02-14"
2,3,"2020-02-14"
2,3,"2020-02-14"
2,4,"2020-02-14"
2,4,"2020-02-14"
2,4,"2020-02-14"
2,1,"2020-02-15"
3,1,"2020-02-15"
2,1,"2020-02-15"
3,2,"2020-02-15"
1,2,"2020-02-15"
3,2,"2020-02-15"
2,3,"2020-02-15"
3,3,"2020-02-15"
2,3,"2020-02-15"
2,4,"2020-02-15"
3,4,"2020-02-15"
1,4,"2020-02-15"
2,1,"2020-02-16"
2,1,"2020-02-16"
2,1,"2020-02-16"
2,2,"2020-02-16"
1,2,"2020-02-16"
1,2,"2020-02-16"
3,3,"2020-02-16"
1,3,"2020-02-16"
3,3,"2020-02-16"
2,4,"2020-02-16"
1,4,"2020-02-16"
3,4,"2020-02-16"
2,1,"2020-02-17"
2,1,"2020-02-17"
3,1,"2020-02-17"
3,2,"2020-02-17"
1,2,"2020-02-17"
2,2,"2020-02-17"
2,3,"2020-02-17"
1,3,"2020-02-17"
2,3,"2020-02-17"
1,4,"2020-02-17"
2,4,"2020-02-17"
3,4,"2020-02-17"
3,1,"2020-02-18"
1,1,"2020-02-18"
2,1,"2020-02-18"
2,2,"2020-02-18"
3,2,"2020-02-18"
1,2,"2020-02-18"
2,3,"2020-02-18"
1,3,"2020-02-18"
3,3,"2020-02-18"
3,4,"2020-02-18"
2,4,"2020-02-18"
3,4,"2020-02-18"
2,1,"2020-02-19"
3,1,"2020-02-19"
3,1,"2020-02-19"
3,2,"2020-02-19"
2,2,"2020-02-19"
1,2,"2020-02-19"
3,3,"2020-02-19"
1,3,"2020-02-19"
1,3,"2020-02-19"
1,4,"2020-02-19"
1,4,"2020-02-19"
2,4,"2020-02-19"
1,1,"2020-02-20"
3,1,"2020-02-20"
3,1,"2020-02-20"
1,2,"2020-02-20"
1,2,"2020-02-20"
3,2,"2020-02-20"
3,3,"2020-02-20"
3,3,"2020-02-20"
3,3,"2020-02-20"
1,4,"2020-02-20"
1,4,"2020-02-20"
3,4,"2020-02-20"
3,1,"2020-02-21"
3,1,"2020-02-21"
2,1,"2020-02-21"
3,2,"2020-02-21"
1,2,"2020-02-21"
3,2,"2020-02-21"
3,3,"2020-02-21"
2,3,"2020-02-21"
1,3,"2020-02-21"
1,4,"2020-02-21"
2,4,"2020-02-21"
2,4,"2020-02-21"
1,1,"2020-02-22"
2,1,"2020-02-22"
2,1,"2020-02-22"
3,2,"2020-02-22"
2,2,"2020-02-22"
1,2,"2020-02-22"
2,3,"2020-02-22"
1,3,"2020-02-22"
2,3,"2020-02-22"
3,4,"2020-02-22"
1,4,"2020-02-22"
2,4,"2020-02-22"
3,1,"2020-02-23"
1,1,"2020-02-23"
3,1,"2020-02-23"
1,2,"2020-02-23"
2,2,"2020-02-23"
1,2,"2020-02-23"
1,3,"2020-02-23"
3,3,"2020-02-23"
3,3,"2020-02-23"
1,4,"2020-02-23"
1,4,"2020-02-23"
2,4,"2020-02-23"
2,1,"2020-02-24"
1,1,"2020-02-24"
2,1,"2020-02-24"
3,2,"2020-02-24"
2,2,"2020-02-24"
1,2,"2020-02-24"
3,3,"2020-02-24"
3,3,"2020-02-24"
2,3,"2020-02-24"
1,4,"2020-02-24"
1,4,"2020-02-24"
1,4,"2020-02-24"
1,1,"2020-02-25"
1,1,"2020-02-25"
1,1,"2020-02-25"
3,2,"2020-02-25"
2,2,"2020-02-25"
1,2,"2020-02-25"
1,3,"2020-02-25"
1,3,"2020-02-25"
1,3,"2020-02-25"
3,4,"2020-02-25"
1,4,"2020-02-25"
2,4,"2020-02-25"
1,1,"2020-02-26"
2,1,"2020-02-26"
2,1,"2020-02-26"
2,2,"2020-02-26"
2,2,"2020-02-26"
2,2,"2020-02-26"
3,3,"2020-02-26"
1,3,"2020-02-26"
2,3,"2020-02-26"
3,4,"2020-02-26"
3,4,"2020-02-26"
3,4,"2020-02-26"
2,1,"2020-02-27"
1,1,"2020-02-27"
1,1,"2020-02-27"
3,2,"2020-02-27"
2,2,"2020-02-27"
2,2,"2020-02-27"
3,3,"2020-02-27"
1,3,"2020-02-27"
3,3,"2020-02-27"
2,4,"2020-02-27"
3,4,"2020-02-27"
3,4,"2020-02-27"
3,1,"2020-02-28"
1,1,"2020-02-28"
1,1,"2020-02-28"
3,2,"2020-02-28"
2,2,"2020-02-28"
2,2,"2020-02-28"
2,3,"2020-02-28"
3,3,"2020-02-28"
3,3,"2020-02-28"
1,4,"2020-02-28"
1,4,"2020-02-28"
1,4,"2020-02-28"
2,1,"2020-02-29"
1,1,"2020-02-29"
1,1,"2020-02-29"
1,2,"2020-02-29"
3,2,"2020-02-29"
2,2,"2020-02-29"
3,3,"2020-02-29"
3,3,"2020-02-29"
1,3,"2020-02-29"
2,4,"2020-02-29"
1,4,"2020-02-29"
3,4,"2020-02-29"
